,score,text
579,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
580,0,Thankfully all the ppl we know NEVER believed Anything Obama said!! https://t.co/ZCA5WTtIQF
581,0,RT @TheRichWilkins: 2. Northampton County is a bell weather place. Every Democratic Presidential nominee from Bill Clinton in 1992 through…
582,-1,"RT @IsraelUSAforevr: RETWEET IF YOU AGREE <U+2935>

Barack Obama was the biggest criminal to ever occupy the White House! https://t.co/kPcu1SAPGa"
583,0,"RT @UG0TTRUMPED: TY @POTUS
@realDonaldTrump
#LockHimUp
#QAnon
#TheStorm
#TheGreatAwakening
#ItsHappening
#WWG1WGA
#SilentExecuters
#DrainTh…"
584,-1,RT @brianklaas: A guy who denied climate change and has no scientific credentials is about to be confirmed to run NASA. Obama’s pick was a…
585,-1,RT @brianklaas: A guy who denied climate change and has no scientific credentials is about to be confirmed to run NASA. Obama’s pick was a…
586,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
587,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
588,1,"RT @JackBaileyUSA: Karen McDougal alleges she had consensual sex with Donald Trump. 

Larry Sinclair alleged Obama got high on cocaine and…"
589,0,"RT @MarkSimoneNY: Senior Obama administration official David Axelrod, says Comey is just out to make money and ""he should have called his b…"
590,-1,RT @tonyposnanski: I miss Obama
591,0,"RT @starcrosswolf: According to EX CIA director John Brennan, after Obama had been apprised that Russia was conducting cyber-warfare agains…"
592,0,"#OldThingsIWantBack

In no particular order 
- Barack Obama
- Michelle Obama (obviously and more pressingly than Ba… https://t.co/B7PFScrNvz"
593,0,"log: 4/9/2018
https://t.co/wU7mv77CXP"
594,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
595,-1,"RT @_VachelLindsay_: 12.   These criminals all thought Clinton would win. Never forget that. Their fatal error. 

Oh, another thing? They h…"
596,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
597,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
598,0,"RT @_A__Dub: ""The Parkland students are shaking us out of our complacency,"" President Barack Obama wrote for #Time100. https://t.co/3WJHPlE…"
599,-1,@tommyleeedwards @AlishaFruits @FoxNews @TomiLahren unfortunatly  more Democrats will find them self in prison then… https://t.co/DrMDpMJvH1
600,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
601,1,@davidhogg111 The Obama generation is amazing. Power on David.
602,0,RT @JudicialWatch: JW still demanding answers: JW filed a FOIA lawsuit w/ DOJ &amp; the NSA for the truth on the Obama White House role in the…
603,0,"#OldThingsIWantBack

OBAMA."
604,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
605,0,"RT @MillenPolitics: And President Obama wrote the profile for TIME, to boot. <U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> https://t.co/mKDjAL1bOr"
606,0,"RT @donnedia: #ThursdayThoughts #OldThingsIWantBack
Pres.Obama&amp;VP Biden<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>
hope,change&amp;fair Treatment4Ppl of Color<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>
4 ""Many Repulicans"" 2stop…"
607,0,"@ananavarro After Reagan and the religious-right got foothold it your party, it was just a matter of time.  Before… https://t.co/gDU5DHRcvR"
608,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
609,0,RT @JudicialWatch: JW is demanding answers: JW filed a FOIA lawsuit w/ the DOJ &amp; NSA for the truth on the Obama White House role in the unp…
610,2,"I liked a @YouTube video https://t.co/K6NzzUgmfJ Trump Officially OPENS Investigation On Hillary, Obama, Comey, Lych And Other."
611,-1,"RT @Pappiness: ""They have the power so often inherent in youth: to see the world anew; to reject the old constraints, outdated conventions…"
612,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
613,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
614,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
615,0,RT @JudicialWatch: JW obtained information showing that the Obama Administration had sent U.S. taxpayer funds overseas to an org backed by…
616,0,RT @Quotes_PS: « Le futur récompense ceux qui ne lâchent rien. Je n’ai pas le temps de m’apitoyer sur mon sort. Je n’ai pas le temps de me…
617,0,"RT @aaronecarroll: Of course.

Trump's trade rep spends $1M on new furniture, blames Obama https://t.co/noVLQ1pjm1 via @nypost"
618,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
619,0,@JaySekulow Relations at all time high since @realDonaldTrump took office. Cant understand those 'pull 1 level Demo… https://t.co/gQ1Y0RNbBi
620,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
621,0,"RT @IWillRedPillU: I can't wait to see the reaction from all of the doubters on that morning when we turn on our TV &amp; see Hillary, Huma, Ly…"
622,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
623,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
624,-1,"RT @gal_deplorable: The MSM has been weaponized...do not believe what you've been told.

#WakeUpAmerica
#Obama
#Propaganda
#QAnon https://t…"
625,0,RT @LouDobbs: Obama Outrage – Obama campaign harvested the data of 190 million Facebook users to win the 2012 Presidential Election with Ma…
626,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
627,0,"RT @polishprincessh: This has to STOP! Our nation, all it has endured &amp; all the sacrifices made... are being not only disrespected but remo…"
628,0,RT @RobProvince: @brill_inst @RyanBLeslie That’s always been the law. Federal trumps state. Did under Obama. Does now. Does always.
629,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
630,-2,"RT @TheRISEofROD: General Flynn was illegally targeted &amp; taken down by rogue Obama FBI.

Andrew McCabe said...
""F#@K Flynn &amp; then we
 F#@K…"
631,-1,RT @sweengin: @GartrellLinda The evidence now show that many of Obama’s scandals were &amp; are not being publicized. When one looks at how the…
632,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
633,0,#OldThingsIWantBack Obama
634,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
635,-1,"RT @JenniferReitman: It's NEVER mentioned.  No one ever references the overt obstruction, the memo that went out the day Obama took office,…"
636,2,"RT @_VachelLindsay_: Good Lord. 

What happened to America under Obama?

The Pakistanis played these Dem fools, as well. Who is next?  <ed><U+00A0><U+00BD><ed><U+00B1><U+0087> ht…"
637,-1,"RT @gregg9hess: @RealSaavedra Funny how Obama's homosexual affair with Larry Sinclair gets ZERO play on the liberal MSM #FakeNews.
Larry Si…"
638,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
639,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
640,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
641,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
642,1,RT @kwilli1046: #Trump is the first President in about 60 years to get North Korea to the negotiating table. First President to tell the es…
643,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
644,0,RT @JudicialWatch: JW obtained information showing that the Obama Administration had sent U.S. taxpayer funds overseas to an org backed by…
645,-1,RT @brianklaas: A guy who denied climate change and has no scientific credentials is about to be confirmed to run NASA. Obama’s pick was a…
646,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
647,-1,"@OutnumberedFNC @TomiLahren WHAT FOX PRES &amp; FOOL FAULKNER CARE ABOUT IS PLAYING CNN! PROSTITUTING THEMSELVES NOW, A… https://t.co/fC40ntIoRT"
648,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
649,-1,"RT @twmentality1: McConnell is a turtle without a shell.

He ignored Obama's warnings &amp; suppressed CIA evidence of Russian interference in…"
650,1,RT @funder: Tomorrow I’m gonna release never before seen video of Obama’s 2009 inauguration. It makes Trump’s inauguration look like a joke…
651,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
652,0,"RT @DanielTurnerPTF: If Obama was President and North Korea and South Korea agreed to end their war, the media would be covering it non sto…"
653,0,RT @amandart101: I thought we reached the height of Affirmative Action when President Obama was elected twice. Am I wrong? https://t.co/gv2…
654,2,RT @Hagereritrea: #Eritrea Father Tom Reese an Obama appointee is driving a human trafficking agenda zat benefits him. Thank u 2 a new admi…
655,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
656,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
657,1,RT @Hagereritrea: #Eritrea On capitol hill a priest supported by human trafficker Obama! Tom Reese was appointed 2 z U.S. Commission on Int…
658,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
659,1,"RT @JAFOIAM: @TravisAllen02 Yep, I supported Pres. Obama, but not without disappointments here and there.  He was not perfect, but a thousa…"
660,-2,Libs will cry racism. Obama would have had him over for lunch. This is what it means to #MAGA https://t.co/j5cGXUNtSt
661,-2,"@MaxinePWaters @realDonaldTrump Hey, stupid. He spent over a year at hard labor under your boy, Obama, who did noth… https://t.co/vD8RCpRRrM"
662,0,RT @ElaineEguthrie1: @NormEisen @MizRo2017 Can You Imagine the Scandal If Obama Flew to a Golf Club Every Weekend<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>...Trump Not Staying For…
663,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
664,1,"RT @hrenee80: The very man who Obama once said “will not be President” is showing him exactly how it’s supposed to be done.

You’re welcome…"
665,0,RT @ItsAngryBob: Attorney General Jeff Sessions is investigating up to $6 billion in legal settlement money that the #Obama administration…
666,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
667,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
668,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
669,-1,RT @tonyposnanski: I miss Obama
670,0,"RT @IWillRedPillU: I can't wait to see the reaction from all of the doubters on that morning when we turn on our TV &amp; see Hillary, Huma, Ly…"
671,0,#OldThingsIWantBack My country. And Obama.
672,2,"RT @Feisty_FL: Why was the Obama administration, the FBI &amp; DOJ so invested in Hillary winning the election they were willing to let Hillary…"
673,0,RT @JudicialWatch: JW obtained information showing that the Obama Administration had sent U.S. taxpayer funds overseas to an org backed by…
674,0,RT @MattMurph24: Notice how the beltway press always thinks Dems should compromise with Republicans on confirmations but said nothing about…
675,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
676,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
677,-1,"RT @Will_Bunch: How has Mitch McConnell trashed American democracy? Let me count the ways -- kneecapping Obama and Merrick Garland, blockin…"
678,-1,@jeneps Hillary and Obama did create slave markets in Libya.  Thanks Obama and Hillary.
679,-1,"RT @TrumpsDC: This is what happens when you let ppl think for themselves.

Obama &amp; his corrupt thugs bullied ppl into thinking sanctuary fo…"
680,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
681,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
682,-3,"RT @TheLynchTone: @cynthiamckinney Perhaps because they know what she told David Frost is true, making Obama et al worse than liars https:/…"
683,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
684,-1,@jaketapper @PamelaBrownCNN The evidence continues to build of collusion by the Obama administration's law enforcem… https://t.co/XLGWm2ut0I
685,-1,"RT @RedNationRising: Obama hired Fusion GPS in 2012 to dig up dirt on Mitt Romney, and hid his payments to them through the law firm, Perki…"
686,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
687,0,@1umbrella @KingLeoHawk @ScottMaufront @drsunilbanerjee @PrisonPlanet Yeah and WHO started this one? Obama destroye… https://t.co/nu8qiQVYWk
688,0,RT @ehjovan: I LOST LIKE 70 FOLLOWERS IM LAUGFING SO MUCH this is worse than when i called obama sexy...
689,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
690,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
691,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
692,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
693,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
694,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
695,0,"Obama

 #OldThingsIWantBack"
696,-1,"RT @NatShupe: Stormy Daniels' lawyer, Michael Avenatti, worked for Joe Biden &amp; Rahm Emanuel (Obama's Chief of Staff).

In 2006, he sued the…"
697,0,"RT @RepDeSantis: The dissimilarity in zealousness between Mueller &amp; Clinton investigations is serious. Accordingly, I have referred to the…"
698,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
699,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
700,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
701,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
702,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
703,2,"RT @Feisty_FL: Why was the Obama administration, the FBI &amp; DOJ so invested in Hillary winning the election they were willing to let Hillary…"
704,0,"RT @donnedia: #ThursdayThoughts #OldThingsIWantBack
Pres.Obama&amp;VP Biden<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>
hope,change&amp;fair Treatment4Ppl of Color<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>
4 ""Many Repulicans"" 2stop…"
705,-1,"RT @gal_deplorable: The MSM has been weaponized...do not believe what you've been told.

#WakeUpAmerica
#Obama
#Propaganda
#QAnon https://t…"
706,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
707,0,"RT @Trey_VonDinkis: #MAGA #ObamaFailure #Communism #LeftistSedition 

.
.
.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B0><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5>TRUMP'S HISTORIC NORTH KOREA STRATEGY:

8 Years of Obama Gave…"
